airline_sentiment,airline,text,hour_of_day,am_or_pm,day_of_week,weekend,tweet_length
negative,Virgin America,@VirginAmerica you stink. Flight Cancelled Flighted from PSP to JFK and no notification or ability to rebook #disappointed.  #expected better,14,PM,Saturday,Weekend,Long
positive,Virgin America,@VirginAmerica I love your guy's song! We're dancing to it for our high school dance revue,14,PM,Saturday,Weekend,Short
negative,Virgin America,@VirginAmerica Your website is down and I'm trying to check in!,14,PM,Saturday,Weekend,Short
positive,Virgin America,"@VirginAmerica done! Thank you for the quick response, apparently faster than sitting on hold ;)",14,PM,Saturday,Weekend,Short
neutral,Virgin America,@VirginAmerica nervous about my flight from DC to LAX getting Cancelled Flightled tomorrow! Just sent you a DM to help me!,14,PM,Saturday,Weekend,Long
positive,Virgin America,@VirginAmerica cool picture of another VirginAmerica plane off our wing. What a site! http://t.co/5B2agFd8c4,14,PM,Saturday,Weekend,Long
positive,Virgin America,@VirginAmerica Keep up the great work :),13,PM,Saturday,Weekend,Short
positive,Virgin America,@VirginAmerica my goodness your people @love field are amazing under pressure ❤️from Texas #beatstheothers in crisis Please fly me to NY,13,PM,Saturday,Weekend,Long
positive,Virgin America,@VirginAmerica Thanks for a great flight from LA to Boston! Pilots did a great job landing in the snow. Can we go back to LA now? #seriously,13,PM,Saturday,Weekend,Long
neutral,Virgin America,@VirginAmerica can you please get me to the new york area before monday afternoon,13,PM,Saturday,Weekend,Short
positive,Virgin America,"@VirginAmerica Thanks so much for the awesome support, you guys rock!",13,PM,Saturday,Weekend,Short
negative,Virgin America,@VirginAmerica seats in Row 8 don't recline should mention that on your website #soreback,13,PM,Saturday,Weekend,Short
negative,Virgin America,@VirginAmerica flight 404 delayed 2 hours in LA due to mechanical problems. Handle like pros but you could have tossed us a free drink.,13,PM,Saturday,Weekend,Long
negative,Virgin America,@VirginAmerica why Cancelled Flight flights today? No precipitation to be scared of!  ❄️❄️❄️,13,PM,Saturday,Weekend,Short
positive,Virgin America,@VirginAmerica twitter team. you guys killed it for rescheduling me asap. thank you!,13,PM,Saturday,Weekend,Short
negative,Virgin America,@VirginAmerica You guys charged me $100 to reschedule a flight that was then Cancelled Flighted and are now refusing to refund it. What's the deal?,12,PM,Saturday,Weekend,Long
negative,Virgin America,@VirginAmerica can’t access your website from Safari on iPhone 6. Seems to work on Mac and iPad. Need iPhone to add Passbook.,12,PM,Saturday,Weekend,Long
neutral,Virgin America,"@VirginAmerica on iPad and iPhone, clicking the CHECKIN link in the email I received at 24hrs before flight",12,PM,Saturday,Weekend,Long
negative,Virgin America,"@VirginAmerica your mobile site is broken, shows 
""{{header.elevateUser.numOfPointsAvailable || '0' | number}} Points"", won't let me checkin",12,PM,Saturday,Weekend,Long
negative,Virgin America,@VirginAmerica I was really looking forward to my flight. can you let me know when it will be rescheduled? #diehardvirgin,12,PM,Saturday,Weekend,Long
negative,Virgin America,"@VirginAmerica why Cancelled Flight flight VX413? One sec its delayed, on my to airport, the next its Cancelled Flightled?Gonna email or call me to reschedule?",12,PM,Saturday,Weekend,Long
negative,Virgin America,@VirginAmerica I did it but there was a problem in the link from the email for check-in. thanks,12,PM,Saturday,Weekend,Short
negative,Virgin America,@VirginAmerica had to change to another airline to get to DC today ... Why is @united able to land in DC but not you? Cost me $800 ...ugh,11,AM,Saturday,Weekend,Long
negative,Virgin America,@VirginAmerica I was so looking forward to my first flight with you today but it was Cancelled Flightled along with the subsequent one ...,11,AM,Saturday,Weekend,Long
positive,Virgin America,@VirginAmerica when are you putting some great deals from PDX to LAS or from LAS to PDX show me your love! http://t.co/enIQg0buzj,11,AM,Saturday,Weekend,Long
positive,Virgin America,@VirginAmerica wish I can afford to fly with you next Friday  going back home.. love everything  about your airline,11,AM,Saturday,Weekend,Long
negative,Virgin America,@VirginAmerica  how are you gonna have a deal from Dallas to DC but no deal from DC to Dallas? #sad,11,AM,Saturday,Weekend,Short
neutral,Virgin America,"@VirginAmerica it’s just a bug report, guys",11,AM,Saturday,Weekend,Short
negative,Virgin America,@VirginAmerica hold times at call center are a bit much,11,AM,Saturday,Weekend,Short
positive,Virgin America,@VirginAmerica Like http://t.co/VPqEm31XUQ,11,AM,Saturday,Weekend,Short
negative,Virgin America,@VirginAmerica Site down? #help,11,AM,Saturday,Weekend,Short
positive,Virgin America,@VirginAmerica You have the best flight attendant ever!!! http://t.co/PxdEL1nq3l,10,AM,Saturday,Weekend,Short
positive,Virgin America,"Awesome! RT @VirginAmerica: Watch nominated films at 35,000 feet. #MeetTheFleet #Oscars http://t.co/DnStITRzWy",10,AM,Saturday,Weekend,Long
positive,Virgin America,@VirginAmerica thanks so much!,10,AM,Saturday,Weekend,Short
negative,Virgin America,"@VirginAmerica Trying to reset my password, email never arrives. Help?",10,AM,Saturday,Weekend,Short
positive,Virgin America,"@VirginAmerica, the only airline based in Silicon Valley! #disruption #FCmostinnovative #incubator  @FastCompany's http://t.co/wU3LbCNcr9",10,AM,Saturday,Weekend,Long
positive,Virgin America,@VirginAmerica Very nicely done. 👏,10,AM,Saturday,Weekend,Short
positive,Virgin America,@VirginAmerica I’m looking forward to watching the Oscars on my flight home tomorrow. I might even get something bubbly to drink! ;),10,AM,Saturday,Weekend,Long
negative,Virgin America,@VirginAmerica What is the reason  for the delay of the departure of VX 413 from JFK this afternoon?,10,AM,Saturday,Weekend,Short
negative,Virgin America,"@VirginAmerica is todays flight from Palm Springs, Ca to JFK in NY Cancelled Flightled?",10,AM,Saturday,Weekend,Short
positive,Virgin America,@VirginAmerica hahaha 😂@VirginAmerica YOU GUYS ARE AMAZING. I LOVE YOU GUYS!!!💗,10,AM,Saturday,Weekend,Short
positive,Virgin America,@VirginAmerica sounds like fun !,10,AM,Saturday,Weekend,Short
neutral,Virgin America,@VirginAmerica any updates on flight 413 from Jfk &gt; Lax,10,AM,Saturday,Weekend,Short
neutral,Virgin America,@virginamerica spruce moose!,10,AM,Saturday,Weekend,Short
negative,Virgin America,"@VirginAmerica the CSS on your site is a 404 right now, please fix. Site unusable.",9,AM,Saturday,Weekend,Short
negative,Virgin America,"@VirginAmerica We're on flight 910 Vegas to Boston today, checked in online but our bag count didn't register. Can I fix that somehow?",9,AM,Saturday,Weekend,Long
positive,Virgin America,"@VirginAmerica classiq, luv Virgin America. Greetingz",9,AM,Saturday,Weekend,Short
negative,Virgin America,"@VirginAmerica Hi, I'm trying to do check-in but the website is not working. I tried 3 different browsers and the problem continues",8,AM,Saturday,Weekend,Long
positive,Virgin America,@VirginAmerica Thanks for your great customer service today &amp; for helping me get all my travel sorted out!,8,AM,Saturday,Weekend,Long
positive,Virgin America,@VirginAmerica thanks guys! Sweet route over the Rockies #airplanemodewason,8,AM,Saturday,Weekend,Short
positive,Virgin America,@VirginAmerica love the 90s music blasting at gate in #Boston while waiting for flight to #SanFrancisco. Only if I could get an iced coffee!,4,AM,Saturday,Weekend,Long
negative,Virgin America,"@VirginAmerica - the passenger in 7D, Flt 338 that assaulted me shouldn't have flown. I trust he's banned. Crew filed report to @FAANews",2,AM,Saturday,Weekend,Long
negative,Virgin America,@VirginAmerica current bug on website shows ‘select departure city’ when selecting destination city http://t.co/SLLYIBE2vQ,23,PM,Friday,Weekday,Long
negative,Virgin America,@VirginAmerica luggage was severely dented/missing wheel coming off baggage claim in SAN. Luggage agent Miranda (I think) wasn't any help.,22,PM,Friday,Weekday,Long
positive,Virgin America,"@VirginAmerica thank you for the easy itinerary shift for impending weather. Quick, painless &amp; free.",22,PM,Friday,Weekday,Long
neutral,Virgin America,"@VirginAmerica If you'd love to see more girls be inspired to become pilots, RT our free WOAW event March 2-8 at ABQ. http://t.co/rfXlV1kGDh",22,PM,Friday,Weekday,Long
positive,Virgin America,@VirginAmerica Thanks! Good times there and back! #Vodkatonics the entire flight🍸#sfo,21,PM,Friday,Weekday,Short
neutral,Virgin America,"@VirginAmerica beats expectations, shares take off - Santa Cruz Sentinel http://t.co/qm9dQbai6G",20,PM,Friday,Weekday,Short
neutral,Virgin America,@VirginAmerica any plans to start flying direct from DAL to LAS?,19,PM,Friday,Weekday,Short
neutral,Virgin America,@VirginAmerica BIG Love/gratitude.mpower w/ http://t.co/1AGR9knCpf weRin #OSCARS2105 VIPswagbags@ #AvalonHollywood http://t.co/ybMbGs0dHn,19,PM,Friday,Weekday,Long
positive,Virgin America,"@VirginAmerica, you're doing a great job adding little luxuries/aesthetics that improve the air travel experience. Thank you. Keep it up!",19,PM,Friday,Weekday,Long
negative,Virgin America,@VirginAmerica requested window seat and confirmed window but got stuck in middle seat. Not a good way to treat silver member😒,17,PM,Friday,Weekday,Long
neutral,Virgin America,@VirginAmerica Grand Budapest Hotel #OscarsCountdown,17,PM,Friday,Weekday,Short
neutral,Virgin America,@VirginAmerica This is what you missed @NewsVP. Next trip to the 407.,17,PM,Friday,Weekday,Short
negative,Virgin America,@VirginAmerica #wtf I paid for direct flight on purpose not to have to stop for fuel exhausted frequent flier and nothing for inconvenience!,17,PM,Friday,Weekday,Long
negative,Virgin America,@VirginAmerica there is something wrong with you website in Safari iPhone,17,PM,Friday,Weekday,Short
positive,Virgin America,@VirginAmerica thanks for gate checking my baggage on your full flight dfw-lax 883 and giving me early boarding too #sweet,16,PM,Friday,Weekday,Long
negative,Virgin America,@VirginAmerica Already checked in so the page expired :X,16,PM,Friday,Weekday,Short
negative,Virgin America,@VirginAmerica Boo for a not refunding a seat upgrade fee I did not want to buy in the first place!,16,PM,Friday,Weekday,Short
neutral,Virgin America,@VirginAmerica shares rise on Q4 financial results - USA TODAY http://t.co/lFS4PEFE6y,16,PM,Friday,Weekday,Short
neutral,Virgin America,@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race http://t.co/rGYwJBbhm4,16,PM,Friday,Weekday,Long
positive,Virgin America,@VirginAmerica I see what you did there ;),16,PM,Friday,Weekday,Short
neutral,Virgin America,@VirginAmerica way to take advantage of #MayweatherPacquiao :),15,PM,Friday,Weekday,Short
neutral,Virgin America,@VirginAmerica you know I'm flying virgin for the fight #MayweatherPacquiao,15,PM,Friday,Weekday,Short
positive,Virgin America,@VirginAmerica your inflight team makes the experience #amazing!,15,PM,Friday,Weekday,Short
positive,Virgin America,@VirginAmerica cutest salt and pepper shaker ever. Just when I think you guys can't get any better you just do! http://t.co/vC6Keulg2J,15,PM,Friday,Weekday,Long
negative,Virgin America,"@VirginAmerica moved my seat with no notice. ""Better seat"" is cabin select not behind the row I selected👎 #DISAPPOINTED",14,PM,Friday,Weekday,Long
neutral,Virgin America,@VirginAmerica shares up on 4Q results - @iol http://t.co/XZ6qeG3nef,14,PM,Friday,Weekday,Short
positive,Virgin America,@VirginAmerica fav airline,14,PM,Friday,Weekday,Short
positive,Virgin America,@VirginAmerica we have a hot female pilot! Sweet! DCA to SFO! :-),13,PM,Friday,Weekday,Short
neutral,Virgin America,👍👍✈️✈️💗 When are you guys going to start flying to Paris? @VirginAmerica: @LizaUtter You're welcome.”,13,PM,Friday,Weekday,Long
neutral,Virgin America,@VirginAmerica what is your policy on flying after surgery?  I am still waiting for answer so I can tell me doctor.,13,PM,Friday,Weekday,Long
negative,Virgin America,@VirginAmerica already contacted Central Baggage &amp; sent DM. @RenttheRunway is charging me for the dress that was in the lost suitcase #help,13,PM,Friday,Weekday,Long
positive,Virgin America,@VirginAmerica Thank you!!,12,PM,Friday,Weekday,Short
negative,Virgin America,@VirginAmerica Is there anything going on with the website? I've been getting a lot of errors past 30 minutes.,12,PM,Friday,Weekday,Long
neutral,Virgin America,@VirginAmerica I think i left something on the plane yesterday. who do i call...ah!,12,PM,Friday,Weekday,Short
neutral,Virgin America,@VirginAmerica I need you to follow back in order to DM.,12,PM,Friday,Weekday,Short
neutral,Virgin America,@VirginAmerica Need to start flying to @KCIAirport .  😊😀😃😄,12,PM,Friday,Weekday,Short
neutral,Virgin America,@VirginAmerica they told to check with the airline regulation first so that is why I contacted you.,11,AM,Friday,Weekday,Short
negative,Virgin America,@VirginAmerica @VirginAtlantic I have just checked in flight to SFO from LAX &amp; been told as Atlantic Flying Club Gold I get no benefits?!,11,AM,Friday,Weekday,Long
negative,Virgin America,@VirginAmerica husband and I ordered three drinks via my screen and they never came. Awesome!,11,AM,Friday,Weekday,Short
negative,Virgin America,@VirginAmerica soooo are you guys going to leave the seatbelt light on all flight? You can barely call this turbulence :-),11,AM,Friday,Weekday,Long
neutral,Virgin America,@VirginAmerica what is your policy on flying after surgery?,10,AM,Friday,Weekday,Short
neutral,Virgin America,@VirginAmerica posts second consecutive full-year net profit - @ATWOnline http://t.co/tvB5zbzVhg,10,AM,Friday,Weekday,Short
